internal_code,isin,name,exchange_code,currency,sector_code,country_iso2,yfinance_symbol,stooq_symbol,notes,n_obs,first,last,years,last_close,reported_currency,reported_name,name_ratio,error,status,reasons
EQ:ES:LABORATORIOSFARM,,"Laboratorios Farmaceuticos Rovi, S.A.",XMAD,EUR,20,ES,ROVI.MC,,candidat screener yahoo 2026-08-21,977,2007-12-03,2026-08-17,18.7,59.7,EUR,"Laboratorios Farmaceuticos Rovi, S.A.",1.0,,avertissement,isin_absent
EQ:LU:BREDERODE,,Brederode SA,XBRU,EUR,30,LU,BREB.BR,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,104.4,EUR,Brederode SA,1.0,,avertissement,isin_absent
EQ:NL:KONINKLIJKEBAMGR,,Koninklijke BAM Groep nv,XAMS,EUR,50,NL,BAMNB.AS,,candidat screener yahoo 2026-08-21,1340,2000-12-18,2026-08-17,25.7,11.72,EUR,Koninklijke BAM Groep nv,1.0,,avertissement,isin_absent
EQ:FR:AIRFRANCEKLM,,Air France-KLM SA,XPAR,EUR,50,FR,AF.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,11.395,EUR,Air France-KLM SA,1.0,,avertissement,isin_absent
EQ:FR:TIKEHAUCAPITAL,,Tikehau Capital,XPAR,EUR,30,FR,TKO.PA,,candidat screener yahoo 2026-08-21,494,2017-03-06,2026-08-17,9.4,16.96,EUR,Tikehau Capital,1.0,,avertissement,isin_absent|historique_9.4a
EQ:FR:TRIGANO,,Trigano S.A.,XPAR,EUR,40,FR,TRI.PA,,candidat screener yahoo 2026-08-21,1484,1998-03-16,2026-08-17,28.4,153.0,EUR,Trigano S.A.,1.0,,avertissement,isin_absent
EQ:FR:LISI,,Lisi S.A.,XPAR,EUR,50,FR,FII.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,63.6,EUR,Lisi S.A.,1.0,,avertissement,isin_absent
EQ:BE:AZELISGROUP,,Azelis Group NV,XBRU,EUR,55,BE,AZE.BR,,candidat screener yahoo 2026-08-21,258,2021-09-13,2026-08-17,4.9,11.83,EUR,Azelis Group NV,1.0,,avertissement,isin_absent|historique_4.9a
EQ:DE:BILFINGER,,Bilfinger SE,XETR,EUR,50,DE,GBF.DE,,candidat screener yahoo 2026-08-21,1466,1998-07-20,2026-08-17,28.1,76.55,EUR,Bilfinger SE,1.0,,avertissement,isin_absent
EQ:DE:SILTRONIC,,SILTRONIC,XETR,EUR,10,DE,WAF.DE,,candidat screener yahoo 2026-08-21,585,2015-06-08,2026-08-17,11.2,83.75,EUR,Siltronic AG,1.0,,avertissement,isin_absent|historique_11.2a
EQ:FR:VICAT,,Vicat S.A.,XPAR,EUR,55,FR,VCT.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,64.9,EUR,Vicat S.A.,1.0,,avertissement,isin_absent
EQ:DE:SALZGITTER,,Salzgitter AG,XETR,EUR,55,DE,SZG.DE,,candidat screener yahoo 2026-08-21,1450,1998-11-09,2026-08-17,27.8,51.8,EUR,Salzgitter AG,1.0,,avertissement,isin_absent
EQ:DE:FREENET,,freenet AG,XETR,EUR,15,DE,FNTN.DE,,candidat screener yahoo 2026-08-21,1389,2000-01-10,2026-08-17,26.6,24.2,EUR,freenet AG,1.0,,avertissement,isin_absent
EQ:DE:CARLZEISSMEDITEC,,Carl Zeiss Meditec AG,XETR,EUR,20,DE,AFX.DE,,candidat screener yahoo 2026-08-21,1379,2000-03-20,2026-08-17,26.4,32.24,EUR,Carl Zeiss Meditec AG,1.0,,avertissement,isin_absent
EQ:CY:THEONINTERNATION,,THEON INTERNATIONAL PLC,XAMS,EUR,50,CY,THEON.AS,,candidat screener yahoo 2026-08-21,133,2024-02-05,2026-08-17,2.5,36.04,EUR,THEON INTERNATIONAL PLC,1.0,,avertissement,isin_absent|historique_2.5a
EQ:ES:EBROFOODS,,"Ebro Foods, S.A.",XMAD,EUR,45,ES,EBRO.MC,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,18.3,EUR,"Ebro Foods, S.A.",1.0,,avertissement,isin_absent
EQ:FR:VIRBAC,,Virbac SA,XPAR,EUR,20,FR,VIRP.PA,,candidat screener yahoo 2026-08-21,1781,1992-07-06,2026-08-17,34.1,330.0,EUR,Virbac SA,1.0,,avertissement,isin_absent
EQ:NL:VANLANSCHOTKEMPE,,Van Lanschot Kempen NV,XAMS,EUR,30,NL,VLK.AS,,candidat screener yahoo 2026-08-21,1417,1999-06-28,2026-08-17,27.1,65.3,EUR,Van Lanschot Kempen NV,1.0,,avertissement,isin_absent
EQ:ES:ELECNOR,,"Elecnor, S.A.",XMAD,EUR,50,ES,ENO.MC,,candidat screener yahoo 2026-08-21,1263,2002-06-10,2026-08-17,24.2,32.4,EUR,"Elecnor, S.A.",1.0,,avertissement,isin_absent
EQ:IT:ENAV,,ENAV S.p.A.,XMIL,EUR,50,IT,ENAV.MI,,candidat screener yahoo 2026-08-21,526,2016-07-25,2026-08-17,10.1,4.998,EUR,ENAV S.p.A.,1.0,,avertissement,isin_absent|historique_10.1a
EQ:FR:SOCIETEBIC,,Société BIC SA,XPAR,EUR,45,FR,BB.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,66.3,EUR,Société BIC SA,1.0,,avertissement,isin_absent
EQ:ES:CEMENTOSMOLINS,,"CEMENTOS MOLINS, S.A.",XMAD,EUR,55,ES,CMO.MC,,candidat screener yahoo 2026-08-21,974,2007-12-24,2026-08-17,18.6,42.0,EUR,"CEMENTOS MOLINS, S.A.",1.0,,avertissement,isin_absent
EQ:ES:GRENERGYRENOVABL,,"Grenergy Renovables, S.A.",XMAD,EUR,50,ES,GRE.MC,,candidat screener yahoo 2026-08-21,581,2015-07-06,2026-08-17,11.1,94.3,EUR,"Grenergy Renovables, S.A.",1.0,,avertissement,isin_absent|historique_11.1a
EQ:BE:SOLVAY,,Solvay SA,XBRU,EUR,55,BE,SOLB.BR,,candidat screener yahoo 2026-08-21,1314,2001-06-18,2026-08-17,25.2,25.32,EUR,Solvay SA,1.0,,avertissement,isin_absent
EQ:FR:LAGARDERE,,Lagardere SA,XPAR,EUR,40,FR,MMB.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,18.46,EUR,Lagardere SA,1.0,,avertissement,isin_absent
EQ:DE:HUGOBOSS,,Hugo Boss AG,XETR,EUR,40,DE,BOSS.DE,,candidat screener yahoo 2026-08-21,1439,1999-01-25,2026-08-17,27.6,37.8,EUR,Hugo Boss AG,1.0,,avertissement,isin_absent
EQ:SI:PETROL,,Petrol d.d.,XWBO,EUR,50,SI,PETG.VI,,candidat screener yahoo 2026-08-21,24,2026-03-09,2026-08-17,0.4,63.4,EUR,Petrol d.d.,1.0,,rejete,historique_tronque_provider(24pts)|isin_absent
EQ:IT:TECHNOGYM,,Technogym S.p.A.,XMIL,EUR,40,IT,TGYM.MI,,candidat screener yahoo 2026-08-21,538,2016-05-02,2026-08-17,10.3,13.03,EUR,Technogym S.p.A.,1.0,,avertissement,isin_absent|historique_10.3a
EQ:ES:VISCOFAN,,"Viscofan, S.A.",XMAD,EUR,40,ES,VIS.MC,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,56.9,EUR,"Viscofan, S.A.",1.0,,avertissement,isin_absent
EQ:BE:MELEXIS,,Melexis NV,XBRU,EUR,10,BE,MELE.BR,,candidat screener yahoo 2026-08-21,1267,2002-05-13,2026-08-17,24.3,65.55,EUR,Melexis NV,1.0,,avertissement,isin_absent
EQ:IT:MFEMEDIAFOREUROP,,MFE-Mediaforeurope N.V.,XMIL,EUR,15,IT,MFEB.MI,,candidat screener yahoo 2026-08-21,1571,1996-07-15,2026-08-17,30.1,3.632,EUR,MFE-Mediaforeurope N.V.,1.0,,avertissement,isin_absent
EQ:FI:OUTOKUMPU,,Outokumpu Oyj,XHEL,EUR,55,FI,OUT1V.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,5.395,EUR,Outokumpu Oyj,1.0,,avertissement,isin_absent
EQ:FR:ALTEN,,Alten S.A.,XPAR,EUR,10,FR,ATE.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,74.55,EUR,Alten S.A.,1.0,,avertissement,isin_absent
EQ:FI:KEMIRA,,Kemira Oyj,XHEL,EUR,55,FI,KEMIRA.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,17.38,EUR,Kemira Oyj,1.0,,avertissement,isin_absent
EQ:DE:SUDZUCKER,,Südzucker AG,XETR,EUR,45,DE,SZU.DE,,candidat screener yahoo 2026-08-21,1450,1998-11-09,2026-08-17,27.8,12.38,EUR,Südzucker AG,1.0,,avertissement,isin_absent
EQ:DE:JUNGHEINRICH,,Jungheinrich Aktiengesellschaft,XETR,EUR,50,DE,JUN3.DE,,candidat screener yahoo 2026-08-21,1466,1998-07-20,2026-08-17,28.1,24.5,EUR,Jungheinrich Aktiengesellschaft,1.0,,avertissement,isin_absent
EQ:FR:OVHGROUPE,,OVH Groupe S.A.,XPAR,EUR,10,FR,OVH.PA,,candidat screener yahoo 2026-08-21,254,2021-10-11,2026-08-17,4.8,16.46,EUR,OVH Groupe S.A.,1.0,,avertissement,isin_absent|historique_4.8a
EQ:PT:NOSSGPS,,"NOS, S.G.P.S., S.A.",XLIS,EUR,15,PT,NOS.LS,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,4.844,EUR,"NOS, S.G.P.S., S.A.",1.0,,avertissement,isin_absent
EQ:FI:KALMAR,,Kalmar Oyj,XHEL,EUR,50,FI,KALMAR.HE,,candidat screener yahoo 2026-08-21,112,2024-07-01,2026-08-17,2.1,38.6,EUR,Kalmar Oyj,1.0,,avertissement,isin_absent|historique_2.1a
EQ:DE:TAGIMMOBILIEN,,TAG Immobilien AG,XETR,EUR,35,DE,TEG.DE,,candidat screener yahoo 2026-08-21,1350,2000-10-09,2026-08-17,25.9,12.89,EUR,TAG Immobilien AG,1.0,,avertissement,isin_absent
EQ:FR:ALTAREASCA,,Altarea SCA,XPAR,EUR,35,FR,ALTA.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,99.8,EUR,Altarea SCA,1.0,,avertissement,isin_absent
EQ:NL:KONINKLIJKEHEIJM,,Koninklijke Heijmans N.V.,XAMS,EUR,50,NL,HEIJM.AS,,candidat screener yahoo 2026-08-21,1466,1998-07-20,2026-08-17,28.1,88.75,EUR,Koninklijke Heijmans N.V.,1.0,,avertissement,isin_absent
EQ:DE:KWSSAAT,,KWS SAAT SE & Co. KGaA,XETR,EUR,55,DE,KWS.DE,,candidat screener yahoo 2026-08-21,1361,2000-07-24,2026-08-17,26.1,74.0,EUR,KWS SAAT SE & Co. KGaA,1.0,,avertissement,isin_absent
EQ:BE:VGP,,VGP NV,XBRU,EUR,35,BE,VGP.BR,,candidat screener yahoo 2026-08-21,977,2007-12-03,2026-08-17,18.7,80.5,EUR,VGP NV,1.0,,avertissement,isin_absent
EQ:LU:SHURGARDSELFSTOR,,Shurgard Self Storage Ltd,XBRU,EUR,35,LU,SHUR.BR,,candidat screener yahoo 2026-08-21,410,2018-10-15,2026-08-17,7.8,23.8,EUR,Shurgard Self Storage Ltd,1.0,,avertissement,isin_absent|historique_7.8a
EQ:DE:ELMOSSEMICONDUCT,,Elmos Semiconductor SE,XETR,EUR,10,DE,ELG.DE,,candidat screener yahoo 2026-08-21,1402,1999-10-11,2026-08-17,26.9,138.6,EUR,Elmos Semiconductor SE,1.0,,avertissement,isin_absent
EQ:FR:COFACE,,COFACE SA,XPAR,EUR,30,FR,COFA.PA,,candidat screener yahoo 2026-08-21,635,2014-06-23,2026-08-17,12.2,15.85,EUR,COFACE SA,1.0,,avertissement,isin_absent|historique_12.2a
EQ:ES:CIRSAENTERPRISES,,"Cirsa Enterprises, S.A.",XMAD,EUR,40,ES,CIRSA.MC,,candidat screener yahoo 2026-08-21,59,2025-07-07,2026-08-17,1.1,14.02,EUR,"Cirsa Enterprises, S.A.",1.0,,avertissement,isin_absent|historique_1.1a
EQ:PT:RENREDESENERGETI,,"REN - Redes Energéticas Nacionais, SGPS, S.A.",XLIS,EUR,65,PT,RENE.LS,,candidat screener yahoo 2026-08-21,998,2007-07-09,2026-08-17,19.1,3.56,EUR,"REN - Redes Energéticas Nacionais, SGPS, S.A.",1.0,,avertissement,isin_absent
EQ:FR:VERALLIASOCIETE,,Verallia Société Anonyme,XPAR,EUR,40,FR,VRLA.PA,,candidat screener yahoo 2026-08-21,360,2019-09-30,2026-08-17,6.9,18.89,EUR,Verallia Société Anonyme,1.0,,avertissement,isin_absent|historique_6.9a
EQ:IT:ANIMAHOLDING,,Anima Holding SpA,XMIL,EUR,30,IT,ANIM.MI,,candidat screener yahoo 2026-08-21,645,2014-04-14,2026-08-17,12.3,7.2,EUR,Anima Holding SpA,1.0,,avertissement,isin_absent|historique_12.3a
EQ:ES:CONSTRUCCIONESAU,,"Construcciones y Auxiliar de Ferrocarriles, S.A.",XMAD,EUR,50,ES,CAF.MC,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,67.7,EUR,"Construcciones y Auxiliar de Ferrocarriles, S.A.",1.0,,avertissement,isin_absent
EQ:PT:THENAVIGATORCOMP,,"The Navigator Company, S.A.",XLIS,EUR,55,PT,NVG.LS,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,3.258,EUR,"The Navigator Company, S.A.",1.0,,avertissement,isin_absent
EQ:FR:INTERPARFUMS,,Interparfums SA,XPAR,EUR,45,FR,ITP.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,26.12,EUR,Interparfums SA,1.0,,avertissement,isin_absent
EQ:ES:SOLARIAENERGIAME,,"Solaria Energía y Medio Ambiente, S.A.",XMAD,EUR,65,ES,SLR.MC,,candidat screener yahoo 2026-08-21,1001,2007-06-18,2026-08-17,19.2,17.29,EUR,"Solaria Energía y Medio Ambiente, S.A.",1.0,,avertissement,isin_absent
EQ:FR:CARMILA,,Carmila S.A.,XPAR,EUR,35,FR,CARM.PA,,candidat screener yahoo 2026-08-21,800,2011-04-25,2026-08-17,15.3,16.34,EUR,Carmila S.A.,1.0,,avertissement,isin_absent
EQ:ES:ALMIRALL,,"Almirall, S.A.",XMAD,EUR,20,ES,ALM.MC,,candidat screener yahoo 2026-08-21,1001,2007-06-18,2026-08-17,19.2,10.42,EUR,"Almirall, S.A.",1.0,,avertissement,isin_absent
EQ:FR:EMEIS,,EMEIS,XPAR,EUR,20,FR,EMEIS.PA,,candidat screener yahoo 2026-08-21,1271,2002-04-15,2026-08-17,24.3,14.02,EUR,EMEIS,1.0,,avertissement,isin_absent
EQ:ES:DISTRIBUIDORAINT,,"Distribuidora Internacional de Alimentación, S.A.",XMAD,EUR,45,ES,DIA.MC,,candidat screener yahoo 2026-08-21,790,2011-07-04,2026-08-17,15.1,39.2,EUR,"Distribuidora Internacional de Alimentación, S.A.",1.0,,avertissement,isin_absent
EQ:FR:LOGISTICSGROUP,,ID Logistics Group SA,XPAR,EUR,50,FR,IDL.PA,,candidat screener yahoo 2026-08-21,749,2012-04-16,2026-08-17,14.3,345.0,EUR,ID Logistics Group SA,1.0,,avertissement,isin_absent|historique_14.3a
EQ:FR:EUTELSATCOMMUNIC,,Eutelsat Communications S.A.,XPAR,EUR,15,FR,ETL.PA,,candidat screener yahoo 2026-08-21,1082,2005-11-28,2026-08-17,20.7,1.9045,EUR,Eutelsat Communications S.A.,1.0,,avertissement,isin_absent
EQ:DE:JENOPTIK,,JENOPTIK,XETR,EUR,10,DE,JEN.DE,,candidat screener yahoo 2026-08-21,1450,1998-11-09,2026-08-17,27.8,39.16,EUR,Jenoptik AG,1.0,,avertissement,isin_absent
EQ:AT:DOCO,,DO & CO Aktiengesellschaft,XWBO,EUR,50,AT,DOC.VI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,203.5,EUR,DO & CO Aktiengesellschaft,1.0,,avertissement,isin_absent
EQ:FI:NOKIANRENKAAT,,Nokian Renkaat Oyj,XHEL,EUR,40,FI,TYRES.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,16.19,EUR,Nokian Renkaat Oyj,1.0,,avertissement,isin_absent
EQ:ES:MELIAHOTELSINTER,,"Meliá Hotels International, S.A.",XMAD,EUR,40,ES,MEL.MC,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,10.11,EUR,"Meliá Hotels International, S.A.",1.0,,avertissement,isin_absent
EQ:NL:BASICFIT,,Basic-Fit N.V.,XAMS,EUR,40,NL,BFIT.AS,,candidat screener yahoo 2026-08-21,533,2016-06-06,2026-08-17,10.2,34.1,EUR,Basic-Fit N.V.,1.0,,avertissement,isin_absent|historique_10.2a
EQ:IT:WEBUILD,,Webuild S.p.A.,XMIL,EUR,50,IT,WBD.MI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,2.232,EUR,Webuild S.p.A.,1.0,,avertissement,isin_absent
EQ:FR:FINANCIEREMONCEY,,Financière Moncey Société anonyme,XPAR,EUR,30,FR,FMONC.PA,,candidat screener yahoo 2026-08-21,1363,2000-07-10,2026-08-17,26.1,117.0,EUR,Financière Moncey Société anonyme,1.0,,avertissement,isin_absent
EQ:AT:IMMOBILIENANLAGE,,CA Immobilien Anlagen AG,XWBO,EUR,35,AT,CAI.VI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,23.7,EUR,CA Immobilien Anlagen AG,1.0,,avertissement,isin_absent
EQ:DE:STROER,,Ströer SE & Co. KGaA,XETR,EUR,15,DE,SAX.DE,,candidat screener yahoo 2026-08-21,840,2010-07-19,2026-08-17,16.1,38.84,EUR,Ströer SE & Co. KGaA,1.0,,avertissement,isin_absent
EQ:FR:VUSION,,Vusion S.A.,XPAR,EUR,10,FR,VU.PA,,candidat screener yahoo 2026-08-21,1073,2006-01-30,2026-08-17,20.5,129.7,EUR,Vusion S.A.,1.0,,avertissement,isin_absent
EQ:IT:BANCODESIODELLA,,Banco di Desio e della Brianza S.p.A.,XMIL,EUR,30,IT,BDB.MI,,candidat screener yahoo 2026-08-21,1633,1995-05-08,2026-08-17,31.3,16.52,EUR,Banco di Desio e della Brianza S.p.A.,1.0,,avertissement,isin_absent
EQ:ES:TECNICASREUNIDAS,,"Técnicas Reunidas, S.A.",XMAD,EUR,50,ES,TRE.MC,,candidat screener yahoo 2026-08-21,1053,2006-06-19,2026-08-17,20.2,27.64,EUR,"Técnicas Reunidas, S.A.",1.0,,avertissement,isin_absent
EQ:AT:WIENERBERGER,,Wienerberger AG,XWBO,EUR,55,AT,WIE.VI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,19.46,EUR,Wienerberger AG,1.0,,avertissement,isin_absent
EQ:FI:LUMOKODIT,,Lumo Kodit Oyj,XHEL,EUR,35,FI,LUMO.HE,,candidat screener yahoo 2026-08-21,428,2018-06-11,2026-08-17,8.2,8.1,EUR,Lumo Kodit Oyj,1.0,,avertissement,isin_absent|historique_8.2a
EQ:AT:CPIEUROPE,,CPI Europe AG,XWBO,EUR,35,AT,CPI.VI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,15.46,EUR,CPI Europe AG,1.0,,avertissement,isin_absent
EQ:AT:OSTERREICHISCHEP,,Österreichische Post AG,XWBO,EUR,50,AT,POST.VI,,candidat screener yahoo 2026-08-21,1056,2006-05-29,2026-08-17,20.2,31.2,EUR,Österreichische Post AG,1.0,,avertissement,isin_absent
EQ:LU:AROUNDTOWN,,Aroundtown SA,XWBO,EUR,35,LU,TOWN.VI,,candidat screener yahoo 2026-08-21,432,2018-05-14,2026-08-17,8.3,2.056,EUR,Aroundtown SA,1.0,,avertissement,isin_absent|historique_8.3a
EQ:DE:VERBIO,,Verbio SE,XETR,EUR,55,DE,VBK.DE,,candidat screener yahoo 2026-08-21,1036,2006-10-16,2026-08-17,19.8,33.16,EUR,Verbio SE,1.0,,avertissement,isin_absent
EQ:FI:TIETO,,Tieto Oyj,XHEL,EUR,10,FI,TIETO.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,19.03,EUR,Tieto Oyj,1.0,,avertissement,isin_absent
EQ:FR:EXAILTECHNOLOGIE,,Exail Technologies,XPAR,EUR,50,FR,EXA.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,124.4,EUR,Exail Technologies,1.0,,avertissement,isin_absent
EQ:FR:PLUXEE,,Pluxee N.V.,XPAR,EUR,50,FR,PLX.PA,,candidat screener yahoo 2026-08-21,134,2024-01-29,2026-08-17,2.5,15.35,EUR,Pluxee N.V.,1.0,,avertissement,isin_absent|historique_2.5a
EQ:LU:SES,,SES S.A.,XPAR,EUR,15,LU,SESG.PA,,candidat screener yahoo 2026-08-21,1164,2004-05-03,2026-08-17,22.3,4.99,EUR,SES S.A.,1.0,,avertissement,isin_absent
EQ:DE:DRAGERWERK,,Drägerwerk AG & Co. KGaA,XETR,EUR,20,DE,DRW3.DE,,candidat screener yahoo 2026-08-21,1450,1998-11-09,2026-08-17,27.8,110.4,EUR,Drägerwerk AG & Co. KGaA,1.0,,avertissement,isin_absent
EQ:DE:MVVENERGIE,,MVV Energie AG,XETR,EUR,65,DE,MVV1.DE,,candidat screener yahoo 2026-08-21,1384,2000-02-14,2026-08-17,26.5,30.5,EUR,MVV Energie AG,1.0,,avertissement,isin_absent
EQ:BE:PROXIMUS,,Proximus PLC,XBRU,EUR,15,BE,PROX.BR,,candidat screener yahoo 2026-08-21,1170,2004-03-22,2026-08-17,22.4,6.17,EUR,Proximus PLC,1.0,,avertissement,isin_absent
EQ:FR:IMERYS,,Imerys S.A.,XPAR,EUR,55,FR,NK.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,23.46,EUR,Imerys S.A.,1.0,,avertissement,isin_absent
EQ:NL:TKHGROUP,,TKH Group N.V.,XAMS,EUR,10,NL,TWEKA.AS,,candidat screener yahoo 2026-08-21,1466,1998-07-20,2026-08-17,28.1,49.24,EUR,TKH Group N.V.,1.0,,avertissement,isin_absent
EQ:DE:DERMAPHARMHOLDIN,,Dermapharm Holding SE,XETR,EUR,20,DE,DMP.DE,,candidat screener yahoo 2026-08-21,437,2018-04-09,2026-08-17,8.4,39.7,EUR,Dermapharm Holding SE,1.0,,avertissement,isin_absent|historique_8.4a
EQ:FI:VAISALA,,Vaisala Oyj,XHEL,EUR,10,FI,VAIAS.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,53.9,EUR,Vaisala Oyj,1.0,,avertissement,isin_absent
EQ:AT:AMSOSRAM,,ams-OSRAM,XWBO,EUR,10,AT,AMS2.VI,,candidat screener yahoo 2026-08-21,428,2018-06-11,2026-08-17,8.2,18.5,EUR,AMS OSRAM AG,1.0,,avertissement,isin_absent|historique_8.2a
EQ:DE:CECONOMY,,Ceconomy AG,XETR,EUR,40,DE,CEC.DE,,candidat screener yahoo 2026-08-21,1487,1998-02-23,2026-08-17,28.5,3.895,EUR,Ceconomy AG,1.0,,avertissement,isin_absent
EQ:FR:CAISSEREGIONALEC2,,Caisse Régionale de Crédit Agricole Mutuel Brie Picardie Société coopérative,XPAR,EUR,30,FR,CRBP2.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,36.75,EUR,Caisse Régionale de Crédit Agricole Mutuel Brie Picardie Société coopérative,1.0,,avertissement,isin_absent
EQ:FR:NANOBIOTIX,,Nanobiotix S.A.,XPAR,EUR,20,FR,NANO.PA,,candidat screener yahoo 2026-08-21,721,2012-10-29,2026-08-17,13.8,37.34,EUR,Nanobiotix S.A.,1.0,,avertissement,isin_absent|historique_13.8a
EQ:FR:ARGAN,,Argan SA,XPAR,EUR,35,FR,ARG.PA,,candidat screener yahoo 2026-08-21,1000,2007-06-25,2026-08-17,19.1,72.9,EUR,Argan SA,1.0,,avertissement,isin_absent
EQ:BE:BEKAERT,,NV Bekaert SA,XBRU,EUR,50,BE,BEKB.BR,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,37.95,EUR,NV Bekaert SA,1.0,,avertissement,isin_absent
EQ:NL:SIGNIFY,,Signify N.V.,XAMS,EUR,50,NL,LIGHT.AS,,candidat screener yahoo 2026-08-21,535,2016-05-23,2026-08-17,10.2,15.25,EUR,Signify N.V.,1.0,,avertissement,isin_absent|historique_10.2a
EQ:FR:CAISSEREGIONALEC3,,Caisse Régionale de Crédit Agricole Mutuel du Languedoc Société coopérative,XPAR,EUR,30,FR,CRLA.PA,,candidat screener yahoo 2026-08-21,1341,2000-12-11,2026-08-17,25.7,92.0,EUR,Caisse Régionale de Crédit Agricole Mutuel du Languedoc Société coopérative,1.0,,avertissement,isin_absent
EQ:BE:SOLVAC,,Solvac S.A.,XBRU,EUR,55,BE,SOLV.BR,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,84.5,EUR,Solvac S.A.,1.0,,avertissement,isin_absent
EQ:FR:LOUISHACHETTEGRO,,Louis Hachette Group S.A.,XPAR,EUR,50,FR,ALHG.PA,,candidat screener yahoo 2026-08-21,88,2024-12-16,2026-08-17,1.7,1.806,EUR,Louis Hachette Group S.A.,1.0,,avertissement,isin_absent|historique_1.7a
EQ:FR:OPMOBILITY,,OPmobility SE,XPAR,EUR,40,FR,OPM.PA,,candidat screener yahoo 2026-08-21,1341,2000-12-11,2026-08-17,25.7,12.57,EUR,OPmobility SE,1.0,,avertissement,isin_absent
EQ:ES:DIGISPAINTELECOM,,"DIGI SPAIN TELECOM, S.A.",XMAD,EUR,15,ES,DIGIS.MC,,candidat screener yahoo 2026-08-21,6,2026-07-13,2026-08-17,0.1,6.04,EUR,"DIGI SPAIN TELECOM, S.A.",1.0,,rejete,historique_tronque_provider(6pts)|isin_absent
EQ:FR:CAISSEREGIONALEC4,,Caisse Régionale de Crédit Agricole Mutuel Nord de France Société coopérative,XPAR,EUR,30,FR,CNDF.PA,,candidat screener yahoo 2026-08-21,1258,2002-07-15,2026-08-17,24.1,30.055,EUR,Caisse Régionale de Crédit Agricole Mutuel Nord de France Société coopérative,1.0,,avertissement,isin_absent
EQ:ES:INMOCEMENTO,,"Inmocemento, S.A.",XMAD,EUR,50,ES,IMC.MC,,candidat screener yahoo 2026-08-21,93,2024-11-11,2026-08-17,1.8,3.82,EUR,"Inmocemento, S.A.",1.0,,avertissement,isin_absent|historique_1.8a
EQ:ES:ARTECHELANTEGIEL,,"Arteche Lantegi Elkartea, S.A.",XMAD,EUR,10,ES,ART.MC,,candidat screener yahoo 2026-08-21,270,2021-06-21,2026-08-17,5.2,29.9,EUR,"Arteche Lantegi Elkartea, S.A.",1.0,,avertissement,isin_absent|historique_5.2a
EQ:FR:PLANISWARE,,PLANISWARE,XPAR,EUR,10,FR,PLNW.PA,,candidat screener yahoo 2026-08-21,123,2024-04-15,2026-08-17,2.3,24.9,EUR,PLANISWARE,1.0,,avertissement,isin_absent|historique_2.3a
EQ:ES:GESTAMPAUTOMOCIO,,"Gestamp Automoción, S.A.",XMAD,EUR,40,ES,GEST.MC,,candidat screener yahoo 2026-08-21,490,2017-04-03,2026-08-17,9.4,2.95,EUR,"Gestamp Automoción, S.A.",1.0,,avertissement,isin_absent|historique_9.4a
